"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"OTU114"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU115"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Dominikia"	"Dominikia_iranica"
"OTU116"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	NA	NA
"OTU117"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Septoglomus"	"Septoglomus_viscosum"
"OTU118"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Tympanis"	NA
"OTU119"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_mosseae"
"OTU120"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU121"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU122"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Capnodiales"	"Cladosporiaceae"	"Toxicocladosporium"	"Toxicocladosporium_irritans"
"OTU123"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_mosseae"
"OTU124"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Glomerellales"	"Plectosphaerellaceae"	"Verticillium"	NA
"OTU125"	"Fungi"	"Ascomycota"	"Sordariomycetes"	NA	NA	NA	NA
"OTU126"	NA	NA	NA	NA	NA	NA	NA
"OTU127"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU128"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	NA
"OTU129"	NA	NA	NA	NA	NA	NA	NA
"OTU130"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	NA
"OTU131"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU132"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_irregularis"
"OTU133"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	NA
"OTU134"	"Fungi"	"Glomeromycota"	NA	NA	NA	NA	NA
"OTU135"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_irregularis"
"OTU136"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Agaricaceae"	"Leucocoprinus"	NA
"OTU137"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	NA	NA
"OTU138"	NA	NA	NA	NA	NA	NA	NA
"OTU139"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiales_fam_Incertae_sedis"	"Mycochaetophora"	"Mycochaetophora_gentianae"
"OTU140"	NA	NA	NA	NA	NA	NA	NA
"OTU141"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Dominikia"	NA
"OTU142"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Diversisporales"	"Diversisporaceae"	NA	NA
"OTU143"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_mosseae"
"OTU144"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	NA
"OTU145"	NA	NA	NA	NA	NA	NA	NA
"OTU146"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Didymellaceae"	"Didymella"	NA
"OTU147"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU148"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU149"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	NA
"OTU150"	NA	NA	NA	NA	NA	NA	NA
"OTU151"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Dominikia"	"Dominikia_bernensis"
"OTU152"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Dominikia"	NA
"OTU153"	NA	NA	NA	NA	NA	NA	NA
"OTU154"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU155"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Tympanis"	NA
"OTU156"	"Fungi"	"Basidiomycota"	"Malasseziomycetes"	"Malasseziales"	"Malasseziaceae"	"Malassezia"	"Malassezia_restricta"
"OTU157"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU158"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_mosseae"
"OTU159"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_irregularis"
"OTU160"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU161"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	NA	NA	NA
"OTU162"	NA	NA	NA	NA	NA	NA	NA
"OTU163"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	NA	NA
"OTU164"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU165"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Bulleribasidiaceae"	"Vishniacozyma"	"Vishniacozyma_taibaiensis"
"OTU166"	"Fungi"	NA	NA	NA	NA	NA	NA
"OTU167"	NA	NA	NA	NA	NA	NA	NA
"OTU168"	NA	NA	NA	NA	NA	NA	NA
"OTU169"	"Fungi"	NA	NA	NA	NA	NA	NA
"OTU170"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Septoglomus"	"Septoglomus_viscosum"
"OTU171"	"Fungi"	NA	NA	NA	NA	NA	NA
"OTU172"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU173"	NA	NA	NA	NA	NA	NA	NA
"OTU174"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU175"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Cystofilobasidiales"	"Mrakiaceae"	"Mrakia"	"Mrakia_frigida"
"OTU176"	"Fungi"	NA	NA	NA	NA	NA	NA
"OTU177"	NA	NA	NA	NA	NA	NA	NA
"OTU178"	NA	NA	NA	NA	NA	NA	NA
"OTU179"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Gigasporales"	"Gigasporaceae"	"Scutellospora"	NA
"OTU180"	NA	NA	NA	NA	NA	NA	NA
"OTU181"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU182"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU183"	NA	NA	NA	NA	NA	NA	NA
"OTU184"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Cystofilobasidiales"	"Mrakiaceae"	"Udeniomyces"	"Udeniomyces_kanasensis"
"OTU185"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_caledonium"
"OTU186"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Coprinopsis"	"Coprinopsis_vermiculifer"
"OTU187"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	NA	NA	NA	NA
"OTU188"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"OTU189"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	NA
"OTU190"	"Fungi"	NA	NA	NA	NA	NA	NA
"OTU191"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU192"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Cucurbitariaceae"	"Pyrenochaeta"	NA
"OTU193"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_irregularis"
"OTU194"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU195"	NA	NA	NA	NA	NA	NA	NA
"OTU196"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU197"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Cucurbitariaceae"	"Pyrenochaeta"	NA
"OTU198"	"Fungi"	NA	NA	NA	NA	NA	NA
"OTU199"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Bulleribasidiaceae"	"Dioszegia"	NA
"OTU200"	NA	NA	NA	NA	NA	NA	NA
"OTU201"	NA	NA	NA	NA	NA	NA	NA
"OTU202"	"Fungi"	"Basidiomycota"	"Malasseziomycetes"	"Malasseziales"	"Malasseziaceae"	"Malassezia"	"Malassezia_restricta"
"OTU203"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU204"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	"Claroideoglomus_lamellosum"
"OTU205"	"Fungi"	"Basidiomycota"	"Malasseziomycetes"	"Malasseziales"	"Malasseziaceae"	"Malassezia"	"Malassezia_globosa"
"OTU206"	NA	NA	NA	NA	NA	NA	NA
"OTU207"	"Fungi"	"Chytridiomycota"	"Chytridiomycetes"	NA	NA	NA	NA
"OTU208"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_irregularis"
"OTU209"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Dominikia"	"Dominikia_aurea"
"OTU210"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	NA
"OTU211"	"Fungi"	"Ascomycota"	NA	NA	NA	NA	NA
"OTU212"	"Fungi"	"Basidiomycota"	"Ustilaginomycetes"	"Ustilaginales"	"Ustilaginaceae"	"Anthracocystis"	"Anthracocystis_elionuri"
"OTU213"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_pseudofallax"
"OTU214"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	NA
"OTU215"	NA	NA	NA	NA	NA	NA	NA
"OTU216"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Bulleribasidiaceae"	"Dioszegia"	NA
"OTU217"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_irregularis"
"OTU218"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_caledonium"
"OTU219"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Dominikia"	NA
"OTU220"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU221"	NA	NA	NA	NA	NA	NA	NA
"OTU222"	"Fungi"	NA	NA	NA	NA	NA	NA
"OTU223"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	NA
"OTU224"	NA	NA	NA	NA	NA	NA	NA
"OTU225"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Dominikia"	NA
"OTU226"	"Fungi"	NA	NA	NA	NA	NA	NA
"OTU227"	NA	NA	NA	NA	NA	NA	NA
"OTU228"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Xylariales"	"Amphisphaeriaceae"	"Seimatosporium"	"Seimatosporium_italicum"
"OTU229"	"Fungi"	"Basidiomycota"	"Malasseziomycetes"	"Malasseziales"	"Malasseziaceae"	"Malassezia"	"Malassezia_sympodialis"
"OTU230"	NA	NA	NA	NA	NA	NA	NA
